Call Id	Agent	Date	Time	Topic	Answered (Y/N)	Resolved	Speed of answer in seconds	AvgTalkDuration	Satisfaction rating
ID1326	Dan	2021-01-24	15:48:58	Payment related	Y	Y	14	0:06:11	5
ID1327	Stewart	2021-01-24	15:59:02	Admin Support	Y	Y	53	0:06:01	4
ID1328	Joe	2021-01-24	15:59:02	Streaming	Y	Y	37	0:04:49	2
ID1329	Greg	2021-01-24	16:01:55	Admin Support	Y	Y	68	0:00:43	1
ID1330	Greg	2021-01-24	16:01:55	Streaming	Y	Y	43	0:03:10	3
ID1331	Greg	2021-01-24	16:45:07	Technical Support	Y	Y	19	0:02:21	3
ID1332	Stewart	2021-01-24	16:45:07	Technical Support	Y	Y	47	0:04:26	3
ID1333	Becky	2021-01-24	17:16:48	Contract related	N	N			
ID1334	Greg	2021-01-24	17:16:48	Payment related	Y	Y	84	0:06:21	4
ID1335	Jim	2021-01-24	17:25:26	Payment related	Y	Y	17	0:02:35	1
ID1336	Becky	2021-01-24	17:25:26	Payment related	Y	Y	116	0:01:17	4
ID1337	Diane	2021-01-24	17:54:14	Admin Support	Y	Y	22	0:01:46	4
ID1338	Jim	2021-01-24	17:54:14	Technical Support	Y	Y	10	0:06:13	4
ID1339	Dan	2021-01-25	9:15:50	Streaming	Y	Y	76	0:01:32	4
ID1340	Joe	2021-01-25	9:15:50	Payment related	Y	Y	104	0:06:36	4
ID1341	Jim	2021-01-25	9:25:55	Streaming	Y	Y	44	0:06:50	3
ID1342	Jim	2021-01-25	9:25:55	Admin Support	Y	Y	24	0:03:40	5
ID1343	Dan	2021-01-25	9:33:07	Technical Support	Y	Y	40	0:06:57	3
ID1344	Becky	2021-01-25	9:33:07	Payment related	Y	Y	57	0:05:45	4
ID1345	Stewart	2021-01-25	9:37:26	Technical Support	Y	Y	19	0:06:23	3
ID1346	Martha	2021-01-25	9:37:26	Streaming	Y	Y	55	0:06:35	3
ID1347	Martha	2021-01-25	10:10:34	Contract related	Y	Y	102	0:05:13	5
ID1348	Joe	2021-01-25	10:10:34	Payment related	Y	N	123	0:00:38	3
ID1349	Diane	2021-01-25	10:27:50	Admin Support	N	N			
ID1350	Joe	2021-01-25	10:27:50	Contract related	N	N			
ID1351	Joe	2021-01-25	10:42:14	Streaming	Y	Y	115	0:05:58	4
ID1352	Dan	2021-01-25	10:42:14	Technical Support	Y	Y	53	0:06:05	5
ID1353	Diane	2021-01-25	11:03:50	Technical Support	Y	Y	61	0:02:05	5
ID1354	Diane	2021-01-25	11:03:50	Technical Support	Y	Y	99	0:05:33	5
ID1355	Greg	2021-01-25	11:42:43	Admin Support	N	N			
ID1356	Greg	2021-01-25	11:42:43	Payment related	Y	N	57	0:02:26	3
ID1357	Diane	2021-01-25	11:48:29	Contract related	Y	Y	24	0:04:43	3
ID1358	Stewart	2021-01-25	11:48:29	Contract related	Y	Y	75	0:01:43	4
ID1359	Joe	2021-01-25	11:54:14	Contract related	Y	Y	72	0:05:31	4
ID1360	Stewart	2021-01-25	11:54:14	Payment related	Y	Y	73	0:03:14	4
ID1361	Martha	2021-01-25	11:54:14	Payment related	Y	N	105	0:03:05	4
ID1362	Greg	2021-01-25	11:54:14	Technical Support	Y	Y	75	0:03:45	3
ID1363	Becky	2021-01-25	12:00:00	Payment related	Y	Y	29	0:04:49	4
ID1364	Stewart	2021-01-25	12:00:00	Technical Support	Y	Y	41	0:01:43	1
ID1365	Martha	2021-01-25	12:10:05	Admin Support	Y	Y	93	0:03:11	4
ID1366	Jim	2021-01-25	12:10:05	Admin Support	N	N			
ID1367	Dan	2021-01-25	12:12:58	Admin Support	Y	Y	73	0:05:35	3
ID1368	Stewart	2021-01-25	12:12:58	Streaming	N	N			
ID1369	Greg	2021-01-25	12:18:43	Payment related	Y	Y	112	0:01:21	4
ID1370	Diane	2021-01-25	12:18:43	Payment related	Y	Y	37	0:05:39	4
ID1371	Greg	2021-01-25	12:21:36	Contract related	Y	Y	59	0:05:50	5
ID1372	Jim	2021-01-25	12:21:36	Technical Support	N	N			
ID1373	Becky	2021-01-25	12:21:36	Technical Support	Y	Y	56	0:01:23	3
ID1374	Greg	2021-01-25	12:21:36	Contract related	Y	Y	56	0:05:12	3
ID1375	Jim	2021-01-25	12:43:12	Admin Support	N	N			
ID1376	Stewart	2021-01-25	12:43:12	Admin Support	Y	Y	43	0:06:30	5
ID1377	Dan	2021-01-25	12:53:17	Payment related	Y	Y	80	0:06:09	2
ID1378	Jim	2021-01-25	12:53:17	Admin Support	Y	Y	66	0:06:03	3
ID1379	Becky	2021-01-25	14:11:02	Contract related	Y	Y	54	0:04:11	3
ID1380	Joe	2021-01-25	14:11:02	Streaming	Y	Y	94	0:05:03	2
ID1381	Becky	2021-01-25	14:11:02	Streaming	N	N			
ID1382	Martha	2021-01-25	14:11:02	Streaming	Y	Y	24	0:04:04	4
ID1383	Diane	2021-01-25	14:12:29	Streaming	N	N			
ID1384	Martha	2021-01-25	14:12:29	Contract related	Y	Y	108	0:06:36	3
ID1385	Joe	2021-01-25	14:26:53	Payment related	Y	Y	106	0:00:54	3
ID1386	Joe	2021-01-25	14:26:53	Technical Support	N	N			
ID1387	Becky	2021-01-25	14:34:05	Payment related	Y	Y	111	0:06:03	3
ID1388	Joe	2021-01-25	14:34:05	Admin Support	Y	Y	56	0:03:18	3
ID1389	Dan	2021-01-25	15:04:19	Contract related	Y	Y	78	0:05:10	4
ID1390	Stewart	2021-01-25	15:04:19	Streaming	Y	Y	15	0:02:10	3
ID1391	Becky	2021-01-25	15:05:46	Payment related	N	N			
ID1392	Martha	2021-01-25	15:05:46	Streaming	Y	Y	50	0:00:32	3
ID1393	Dan	2021-01-25	15:20:10	Streaming	Y	Y	53	0:03:48	3
ID1394	Joe	2021-01-25	15:20:10	Technical Support	Y	Y	106	0:06:35	1
ID1395	Diane	2021-01-25	15:51:50	Admin Support	Y	Y	44	0:05:57	5
ID1396	Becky	2021-01-25	15:51:50	Contract related	N	N			
ID1397	Greg	2021-01-25	15:53:17	Admin Support	Y	Y	31	0:04:53	3
ID1398	Joe	2021-01-25	15:53:17	Admin Support	Y	Y	41	0:05:02	5
ID1399	Becky	2021-01-25	16:13:26	Streaming	Y	Y	109	0:05:46	3
ID1400	Martha	2021-01-25	16:13:26	Admin Support	Y	Y	13	0:01:09	3
ID1401	Diane	2021-01-25	17:32:38	Payment related	Y	Y	19	0:06:38	5
ID1402	Stewart	2021-01-25	17:32:38	Contract related	Y	Y	76	0:05:44	5
ID1403	Becky	2021-01-26	9:05:46	Contract related	Y	Y	86	0:01:02	4
ID1404	Martha	2021-01-26	9:05:46	Contract related	Y	Y	63	0:02:25	4
ID1405	Dan	2021-01-26	9:30:14	Payment related	Y	Y	113	0:00:51	5
ID1406	Greg	2021-01-26	9:30:14	Admin Support	Y	Y	84	0:01:17	3
ID1407	Jim	2021-01-26	9:41:46	Admin Support	Y	N	41	0:03:26	4
ID1408	Becky	2021-01-26	9:41:46	Payment related	Y	Y	13	0:03:53	3
ID1409	Stewart	2021-01-26	9:51:50	Technical Support	N	N			
ID1410	Jim	2021-01-26	9:51:50	Payment related	Y	Y	79	0:02:50	3
ID1411	Diane	2021-01-26	10:27:50	Contract related	Y	Y	103	0:02:31	3
ID1412	Diane	2021-01-26	10:27:50	Contract related	Y	Y	68	0:02:18	3
ID1413	Diane	2021-01-26	10:40:48	Contract related	Y	Y	57	0:05:29	2
ID1414	Stewart	2021-01-26	10:40:48	Payment related	N	N			
ID1415	Diane	2021-01-26	10:50:53	Payment related	Y	Y	72	0:01:31	3
ID1416	Stewart	2021-01-26	10:50:53	Streaming	Y	Y	53	0:05:52	5
ID1417	Becky	2021-01-26	10:52:19	Contract related	Y	Y	16	0:03:35	1
ID1418	Becky	2021-01-26	10:52:19	Technical Support	Y	Y	77	0:01:42	3
ID1419	Dan	2021-01-26	10:59:31	Payment related	Y	Y	68	0:06:48	5
ID1420	Dan	2021-01-26	10:59:31	Streaming	Y	Y	50	0:02:46	4
ID1421	Joe	2021-01-26	11:19:41	Admin Support	N	N			
ID1422	Dan	2021-01-26	11:19:41	Payment related	Y	Y	68	0:05:16	3
ID1423	Diane	2021-01-26	11:47:02	Streaming	Y	Y	39	0:03:52	5
ID1424	Diane	2021-01-26	11:47:02	Contract related	Y	Y	78	0:06:35	4
ID1425	Diane	2021-01-26	12:48:58	Streaming	Y	Y	106	0:01:52	3
ID1426	Becky	2021-01-26	12:48:58	Streaming	N	N			
ID1427	Dan	2021-01-26	12:50:24	Admin Support	Y	Y	66	0:00:44	3
ID1428	Greg	2021-01-26	12:50:24	Technical Support	Y	Y	120	0:04:21	5
ID1429	Stewart	2021-01-26	12:56:10	Streaming	Y	Y	115	0:02:27	3
ID1430	Stewart	2021-01-26	12:56:10	Payment related	Y	Y	28	0:04:37	4
ID1431	Dan	2021-01-26	13:04:48	Streaming	Y	Y	57	0:01:30	3
ID1432	Diane	2021-01-26	13:04:48	Streaming	Y	Y	110	0:05:17	2
ID1433	Dan	2021-01-26	13:04:48	Technical Support	Y	Y	103	0:02:51	4
ID1434	Jim	2021-01-26	13:04:48	Technical Support	Y	Y	94	0:06:12	5
ID1435	Jim	2021-01-26	14:08:10	Streaming	Y	Y	61	0:04:47	5
ID1436	Stewart	2021-01-26	14:08:10	Streaming	N	N			
ID1437	Jim	2021-01-26	14:18:14	Streaming	Y	Y	77	0:04:26	2
ID1438	Greg	2021-01-26	14:18:14	Contract related	Y	Y	56	0:03:44	4
ID1439	Diane	2021-01-26	14:26:53	Admin Support	Y	Y	65	0:06:42	5
ID1440	Becky	2021-01-26	14:26:53	Technical Support	Y	Y	99	0:05:42	3
ID1441	Diane	2021-01-26	14:51:22	Admin Support	Y	Y	40	0:04:48	3
ID1442	Stewart	2021-01-26	14:51:22	Payment related	Y	Y	110	0:05:20	3
ID1443	Diane	2021-01-26	15:15:50	Admin Support	Y	Y	109	0:00:52	1
ID1444	Martha	2021-01-26	15:15:50	Contract related	Y	Y	116	0:05:08	3
ID1445	Martha	2021-01-26	15:21:36	Streaming	Y	Y	82	0:02:18	2
ID1446	Greg	2021-01-26	15:21:36	Contract related	Y	Y	65	0:02:29	4
ID1447	Dan	2021-01-26	15:25:55	Contract related	Y	Y	24	0:03:29	4
ID1448	Diane	2021-01-26	15:25:55	Payment related	Y	Y	125	0:01:22	5
ID1449	Greg	2021-01-26	15:28:48	Admin Support	Y	Y	87	0:01:04	5
ID1450	Jim	2021-01-26	15:28:48	Streaming	Y	Y	119	0:00:43	4
ID1451	Diane	2021-01-26	15:30:14	Contract related	Y	Y	94	0:00:46	4
ID1452	Dan	2021-01-26	15:30:14	Payment related	N	N			
ID1453	Dan	2021-01-26	15:37:26	Payment related	Y	Y	19	0:05:37	1
ID1454	Dan	2021-01-26	15:37:26	Contract related	Y	Y	68	0:02:44	3
ID1455	Joe	2021-01-26	16:00:29	Payment related	Y	Y	36	0:06:22	3
ID1456	Martha	2021-01-26	16:00:29	Payment related	Y	Y	50	0:01:06	4
ID1457	Becky	2021-01-26	16:06:14	Payment related	N	N			
ID1458	Greg	2021-01-26	16:06:14	Contract related	Y	Y	60	0:02:14	3
ID1459	Becky	2021-01-26	17:18:14	Contract related	Y	Y	38	0:06:58	1
ID1460	Becky	2021-01-26	17:18:14	Contract related	Y	Y	115	0:06:15	3
ID1461	Dan	2021-01-26	17:52:48	Streaming	Y	Y	82	0:06:37	1
ID1462	Jim	2021-01-26	17:52:48	Technical Support	Y	Y	34	0:04:18	2
ID1463	Diane	2021-01-27	9:10:05	Streaming	Y	Y	95	0:02:55	3
ID1464	Diane	2021-01-27	9:10:05	Contract related	Y	Y	13	0:03:14	5
ID1465	Becky	2021-01-27	9:38:53	Technical Support	Y	Y	22	0:04:12	3
ID1466	Greg	2021-01-27	9:38:53	Streaming	N	N			
ID1467	Martha	2021-01-27	9:41:46	Admin Support	Y	Y	86	0:02:52	1
ID1468	Joe	2021-01-27	9:41:46	Contract related	Y	Y	20	0:04:23	4
ID1469	Greg	2021-01-27	9:54:43	Payment related	N	N			
ID1470	Martha	2021-01-27	9:54:43	Contract related	Y	Y	36	0:04:21	4
ID1471	Martha	2021-01-27	9:57:36	Streaming	Y	Y	118	0:03:27	4
ID1472	Stewart	2021-01-27	9:57:36	Contract related	Y	Y	40	0:04:06	4
ID1473	Jim	2021-01-27	10:43:41	Contract related	Y	Y	97	0:06:37	4
ID1474	Martha	2021-01-27	10:43:41	Contract related	Y	Y	75	0:02:50	4
ID1475	Dan	2021-01-27	11:09:36	Technical Support	Y	Y	61	0:02:39	3
ID1476	Dan	2021-01-27	11:09:36	Streaming	Y	Y	125	0:06:05	5
ID1477	Jim	2021-01-27	12:40:19	Contract related	N	N			
ID1478	Dan	2021-01-27	12:40:19	Technical Support	Y	Y	33	0:05:52	5
ID1479	Martha	2021-01-27	13:00:29	Technical Support	N	N			
ID1480	Martha	2021-01-27	13:00:29	Streaming	Y	Y	50	0:03:51	5
ID1481	Jim	2021-01-27	13:03:22	Admin Support	Y	Y	114	0:04:21	3
ID1482	Jim	2021-01-27	13:03:22	Technical Support	N	N			
ID1483	Dan	2021-01-27	13:07:41	Streaming	Y	Y	58	0:02:01	4
ID1484	Diane	2021-01-27	13:07:41	Streaming	Y	Y	86	0:03:27	2
ID1485	Dan	2021-01-27	13:09:07	Streaming	Y	Y	45	0:03:53	5
ID1486	Dan	2021-01-27	13:09:07	Streaming	Y	Y	84	0:02:33	2
ID1487	Diane	2021-01-27	13:22:05	Contract related	Y	Y	15	0:06:54	2
ID1488	Stewart	2021-01-27	13:22:05	Admin Support	Y	Y	47	0:04:07	2
ID1489	Dan	2021-01-27	13:27:50	Payment related	Y	Y	27	0:02:37	3
ID1490	Martha	2021-01-27	13:27:50	Admin Support	Y	Y	49	0:01:24	4
ID1491	Joe	2021-01-27	13:52:19	Contract related	Y	Y	50	0:01:45	4
ID1492	Greg	2021-01-27	13:52:19	Streaming	Y	Y	87	0:05:01	2
ID1493	Jim	2021-01-27	14:45:36	Admin Support	Y	Y	87	0:06:34	3
ID1494	Jim	2021-01-27	14:45:36	Payment related	Y	Y	15	0:05:58	3
ID1495	Dan	2021-01-27	14:54:14	Technical Support	Y	Y	123	0:06:49	5
ID1496	Becky	2021-01-27	14:54:14	Payment related	Y	Y	32	0:04:42	3
ID1497	Stewart	2021-01-27	15:21:36	Payment related	Y	Y	10	0:01:25	5
ID1498	Dan	2021-01-27	15:21:36	Admin Support	Y	Y	19	0:04:43	2
ID1499	Becky	2021-01-27	15:23:02	Admin Support	Y	Y	10	0:06:04	5
ID1500	Diane	2021-01-27	15:23:02	Streaming	N	N			
ID1501	Stewart	2021-01-27	15:40:19	Streaming	Y	Y	112	0:02:43	4
ID1502	Becky	2021-01-27	15:40:19	Contract related	Y	N	10	0:03:42	4
ID1503	Jim	2021-01-27	16:00:29	Admin Support	Y	Y	26	0:01:56	2
ID1504	Martha	2021-01-27	16:00:29	Admin Support	Y	Y	96	0:06:29	4
ID1505	Dan	2021-01-27	16:01:55	Payment related	Y	Y	99	0:04:22	3
ID1506	Greg	2021-01-27	16:01:55	Technical Support	N	N			
ID1507	Jim	2021-01-27	16:10:34	Admin Support	Y	Y	77	0:03:15	5
ID1508	Joe	2021-01-27	16:10:34	Admin Support	Y	Y	16	0:05:21	4
ID1509	Martha	2021-01-27	16:58:05	Contract related	Y	Y	100	0:02:43	4
ID1510	Jim	2021-01-27	16:58:05	Contract related	Y	Y	27	0:05:09	3
ID1511	Becky	2021-01-27	17:00:58	Payment related	Y	Y	31	0:04:27	1
ID1512	Joe	2021-01-27	17:00:58	Contract related	Y	Y	33	0:06:32	2
ID1513	Jim	2021-01-27	17:12:29	Streaming	Y	Y	107	0:03:07	4
ID1514	Dan	2021-01-27	17:12:29	Payment related	Y	Y	77	0:06:04	3
ID1515	Jim	2021-01-27	17:18:14	Streaming	Y	Y	28	0:03:04	5
ID1516	Greg	2021-01-27	17:18:14	Contract related	N	N			
ID1517	Jim	2021-01-27	17:42:43	Contract related	Y	Y	93	0:00:56	4
ID1518	Martha	2021-01-27	17:42:43	Technical Support	N	N			
ID1519	Jim	2021-01-28	9:04:19	Streaming	Y	Y	46	0:04:27	5
ID1520	Joe	2021-01-28	9:04:19	Streaming	Y	Y	14	0:05:41	3
ID1521	Greg	2021-01-28	9:11:31	Admin Support	Y	Y	58	0:04:57	3
ID1522	Martha	2021-01-28	9:11:31	Payment related	Y	Y	61	0:05:16	3
ID1523	Martha	2021-01-28	9:12:58	Payment related	Y	Y	38	0:06:24	4
ID1524	Martha	2021-01-28	9:12:58	Payment related	Y	Y	39	0:05:36	3
ID1525	Stewart	2021-01-28	9:46:05	Technical Support	Y	Y	87	0:01:34	4
ID1526	Stewart	2021-01-28	9:46:05	Technical Support	Y	Y	26	0:01:55	2
ID1527	Greg	2021-01-28	10:04:48	Technical Support	Y	N	120	0:01:27	4
ID1528	Dan	2021-01-28	10:04:48	Payment related	Y	Y	123	0:01:57	4
ID1529	Diane	2021-01-28	10:40:48	Contract related	Y	Y	48	0:01:31	3
ID1530	Diane	2021-01-28	10:40:48	Streaming	Y	N	58	0:02:35	1
ID1531	Martha	2021-01-28	10:52:19	Contract related	Y	Y	90	0:04:45	3
ID1532	Dan	2021-01-28	10:52:19	Payment related	Y	Y	104	0:06:11	5
ID1533	Stewart	2021-01-28	11:06:43	Streaming	Y	Y	41	0:03:08	4
ID1534	Greg	2021-01-28	11:06:43	Technical Support	Y	Y	26	0:01:47	5
ID1535	Becky	2021-01-28	11:21:07	Payment related	Y	Y	66	0:05:44	4
ID1536	Becky	2021-01-28	11:21:07	Admin Support	Y	Y	65	0:01:51	5
ID1537	Becky	2021-01-28	11:29:46	Admin Support	Y	Y	22	0:05:02	3
ID1538	Joe	2021-01-28	11:29:46	Streaming	Y	N	96	0:03:54	1
ID1539	Diane	2021-01-28	11:54:14	Technical Support	Y	Y	101	0:04:45	4
ID1540	Becky	2021-01-28	11:54:14	Admin Support	Y	Y	124	0:01:38	4
ID1541	Dan	2021-01-28	11:55:41	Contract related	Y	Y	28	0:05:25	3
ID1542	Becky	2021-01-28	11:55:41	Contract related	Y	Y	90	0:03:49	3
ID1543	Martha	2021-01-28	12:46:05	Contract related	Y	Y	111	0:03:55	5
ID1544	Becky	2021-01-28	12:46:05	Streaming	Y	Y	123	0:00:41	4
ID1545	Jim	2021-01-28	13:00:29	Contract related	N	N			
ID1546	Dan	2021-01-28	13:00:29	Streaming	Y	Y	101	0:05:22	4
ID1547	Joe	2021-01-28	13:17:46	Admin Support	Y	Y	44	0:02:09	5
ID1548	Stewart	2021-01-28	13:17:46	Streaming	Y	Y	10	0:01:51	3
ID1549	Diane	2021-01-28	13:19:12	Streaming	Y	Y	45	0:03:26	1
ID1550	Stewart	2021-01-28	13:19:12	Technical Support	Y	Y	24	0:02:16	4
ID1551	Joe	2021-01-28	14:18:14	Payment related	Y	Y	70	0:05:53	1
ID1552	Martha	2021-01-28	14:18:14	Streaming	Y	Y	101	0:05:52	5
ID1553	Dan	2021-01-28	14:19:41	Streaming	Y	Y	23	0:03:16	3
ID1554	Joe	2021-01-28	14:19:41	Contract related	Y	N	86	0:03:51	3
ID1555	Dan	2021-01-28	14:32:38	Admin Support	Y	Y	25	0:02:15	2
ID1556	Jim	2021-01-28	14:32:38	Admin Support	Y	Y	46	0:02:57	4
ID1557	Diane	2021-01-28	14:57:07	Streaming	Y	Y	45	0:03:52	4
ID1558	Becky	2021-01-28	14:57:07	Technical Support	N	N			
ID1559	Greg	2021-01-28	15:53:17	Technical Support	Y	Y	93	0:06:31	3
ID1560	Joe	2021-01-28	15:53:17	Payment related	Y	Y	61	0:02:01	1
ID1561	Diane	2021-01-28	16:13:26	Streaming	N	N			
ID1562	Jim	2021-01-28	16:13:26	Streaming	Y	Y	66	0:02:36	3
ID1563	Greg	2021-01-28	16:19:12	Contract related	Y	Y	29	0:04:35	3
ID1564	Greg	2021-01-28	16:19:12	Admin Support	Y	Y	67	0:06:42	2
ID1565	Dan	2021-01-28	16:40:48	Contract related	Y	Y	94	0:01:43	4
ID1566	Joe	2021-01-28	16:40:48	Streaming	Y	N	80	0:05:00	4
ID1567	Dan	2021-01-28	17:03:50	Payment related	Y	Y	27	0:03:16	4
ID1568	Dan	2021-01-28	17:03:50	Streaming	Y	Y	41	0:03:17	4
ID1569	Martha	2021-01-28	17:16:48	Technical Support	Y	Y	84	0:04:17	4
ID1570	Greg	2021-01-28	17:16:48	Contract related	Y	Y	121	0:01:57	4
ID1571	Diane	2021-01-28	17:52:48	Payment related	Y	Y	61	0:00:43	1
ID1572	Martha	2021-01-28	17:52:48	Admin Support	N	N			
ID1573	Diane	2021-01-28	18:00:00	Payment related	Y	Y	54	0:06:11	2
ID1574	Stewart	2021-01-28	18:00:00	Streaming	Y	Y	82	0:05:46	5
ID1575	Greg	2021-01-29	9:02:53	Admin Support	Y	Y	55	0:03:08	4
ID1576	Jim	2021-01-29	9:02:53	Admin Support	N	N			
ID1577	Dan	2021-01-29	9:08:38	Payment related	Y	Y	87	0:01:09	5
ID1578	Greg	2021-01-29	9:08:38	Payment related	N	N			
ID1579	Greg	2021-01-29	9:20:10	Admin Support	Y	Y	22	0:04:57	3
ID1580	Stewart	2021-01-29	9:20:10	Payment related	N	N			
ID1581	Dan	2021-01-29	9:57:36	Streaming	Y	Y	95	0:01:46	5
ID1582	Dan	2021-01-29	9:57:36	Technical Support	Y	Y	23	0:06:15	4
ID1583	Greg	2021-01-29	10:20:38	Admin Support	Y	Y	43	0:02:05	4
ID1584	Becky	2021-01-29	10:20:38	Payment related	N	N			
ID1585	Joe	2021-01-29	10:29:17	Contract related	Y	Y	118	0:04:03	3
ID1586	Jim	2021-01-29	10:29:17	Payment related	Y	Y	94	0:01:12	3
ID1587	Diane	2021-01-29	10:50:53	Technical Support	Y	Y	59	0:04:55	4
ID1588	Jim	2021-01-29	10:50:53	Technical Support	N	N			
ID1589	Stewart	2021-01-29	10:52:19	Admin Support	Y	Y	92	0:03:13	5
ID1590	Jim	2021-01-29	10:52:19	Technical Support	Y	Y	51	0:02:40	2
ID1591	Diane	2021-01-29	11:57:07	Payment related	N	N			
ID1592	Greg	2021-01-29	11:57:07	Technical Support	Y	Y	11	0:04:23	5
ID1593	Joe	2021-01-29	12:44:38	Payment related	Y	Y	62	0:02:21	1
ID1594	Joe	2021-01-29	12:44:38	Technical Support	Y	Y	122	0:04:58	3
ID1595	Dan	2021-01-29	12:46:05	Streaming	Y	Y	37	0:05:23	3
ID1596	Stewart	2021-01-29	12:46:05	Payment related	Y	N	42	0:03:37	4
ID1597	Diane	2021-01-29	12:51:50	Technical Support	Y	Y	112	0:04:29	3
ID1598	Martha	2021-01-29	12:51:50	Payment related	Y	Y	98	0:03:09	4
ID1599	Stewart	2021-01-29	12:51:50	Payment related	Y	Y	105	0:03:13	2
ID1600	Diane	2021-01-29	12:51:50	Technical Support	Y	Y	78	0:03:03	5
ID1601	Martha	2021-01-29	13:00:29	Contract related	Y	Y	68	0:00:45	4
ID1602	Jim	2021-01-29	13:00:29	Contract related	Y	Y	17	0:05:47	3
ID1603	Diane	2021-01-29	13:04:48	Admin Support	Y	Y	23	0:01:20	4
ID1604	Diane	2021-01-29	13:04:48	Admin Support	Y	Y	39	0:01:09	1
ID1605	Greg	2021-01-29	13:12:00	Contract related	Y	Y	102	0:04:45	3
ID1606	Dan	2021-01-29	13:12:00	Admin Support	Y	N	75	0:05:30	3
ID1607	Becky	2021-01-29	13:37:55	Contract related	Y	Y	14	0:02:10	4
ID1608	Dan	2021-01-29	13:37:55	Payment related	Y	Y	77	0:02:36	3
ID1609	Diane	2021-01-29	14:11:02	Streaming	Y	N	83	0:00:34	4
ID1610	Stewart	2021-01-29	14:11:02	Technical Support	N	N			
ID1611	Stewart	2021-01-29	14:32:38	Contract related	N	N			
ID1612	Dan	2021-01-29	14:32:38	Admin Support	Y	Y	65	0:05:13	5
ID1613	Becky	2021-01-29	14:49:55	Contract related	Y	Y	23	0:00:45	4
ID1614	Jim	2021-01-29	14:49:55	Streaming	Y	Y	34	0:03:54	3
ID1615	Diane	2021-01-29	15:08:38	Technical Support	Y	Y	45	0:05:51	3
ID1616	Diane	2021-01-29	15:08:38	Technical Support	Y	Y	29	0:04:48	3
ID1617	Stewart	2021-01-29	15:21:36	Contract related	Y	Y	84	0:06:43	3
ID1618	Joe	2021-01-29	15:21:36	Payment related	Y	N	105	0:02:23	3
ID1619	Diane	2021-01-29	15:44:38	Payment related	Y	Y	75	0:04:18	2
ID1620	Jim	2021-01-29	15:44:38	Contract related	Y	Y	20	0:06:53	3
ID1621	Greg	2021-01-29	15:46:05	Admin Support	Y	Y	88	0:05:50	5
ID1622	Stewart	2021-01-29	15:46:05	Technical Support	Y	Y	93	0:03:09	5
ID1623	Dan	2021-01-29	15:51:50	Technical Support	Y	Y	65	0:01:48	3
ID1624	Becky	2021-01-29	15:51:50	Payment related	N	N			
ID1625	Joe	2021-01-29	16:10:34	Streaming	N	N			
ID1626	Joe	2021-01-29	16:10:34	Technical Support	N	N			
ID1627	Greg	2021-01-29	17:12:29	Payment related	Y	N	124	0:04:18	5
ID1628	Martha	2021-01-29	17:12:29	Contract related	Y	Y	44	0:02:37	4
ID1629	Greg	2021-01-29	17:41:17	Admin Support	Y	Y	28	0:00:39	4
ID1630	Diane	2021-01-29	17:41:17	Streaming	Y	N	43	0:02:08	4
ID1631	Stewart	2021-01-29	17:52:48	Technical Support	N	N			
ID1632	Stewart	2021-01-29	17:52:48	Admin Support	Y	Y	53	0:01:44	4
ID1633	Diane	2021-01-30	9:05:46	Contract related	Y	Y	84	0:01:42	4
ID1634	Becky	2021-01-30	9:05:46	Payment related	Y	Y	84	0:04:58	5
ID1635	Dan	2021-01-30	9:47:31	Admin Support	Y	Y	12	0:05:56	5
ID1636	Jim	2021-01-30	9:47:31	Contract related	Y	Y	85	0:03:42	3
ID1637	Diane	2021-01-30	9:53:17	Streaming	Y	Y	124	0:01:01	4
ID1638	Becky	2021-01-30	9:53:17	Payment related	Y	N	92	0:02:01	5
ID1639	Stewart	2021-01-30	10:07:41	Technical Support	Y	Y	116	0:03:30	1
ID1640	Joe	2021-01-30	10:07:41	Streaming	Y	Y	118	0:02:46	2
ID1641	Greg	2021-01-30	10:09:07	Technical Support	Y	Y	99	0:02:32	2
ID1642	Joe	2021-01-30	10:09:07	Payment related	Y	Y	77	0:04:24	4
ID1643	Jim	2021-01-30	10:27:50	Technical Support	Y	Y	57	0:04:26	5
ID1644	Martha	2021-01-30	10:27:50	Streaming	Y	Y	113	0:02:34	3
ID1645	Becky	2021-01-30	10:40:48	Payment related	Y	Y	22	0:00:43	3
ID1646	Diane	2021-01-30	10:40:48	Payment related	Y	Y	20	0:04:58	4
ID1647	Dan	2021-01-30	11:12:29	Streaming	N	N			
ID1648	Jim	2021-01-30	11:12:29	Technical Support	Y	Y	23	0:05:59	5
ID1649	Jim	2021-01-30	11:26:53	Contract related	Y	Y	79	0:04:34	4
ID1650	Stewart	2021-01-30	11:26:53	Contract related	Y	N	94	0:06:56	5
ID1651	Jim	2021-01-30	11:52:48	Technical Support	Y	Y	118	0:02:13	4
ID1652	Martha	2021-01-30	11:52:48	Admin Support	Y	N	68	0:02:38	2
ID1653	Diane	2021-01-30	12:17:17	Streaming	Y	Y	53	0:01:24	3
ID1654	Stewart	2021-01-30	12:17:17	Admin Support	Y	Y	52	0:06:10	3
ID1655	Dan	2021-01-30	12:23:02	Payment related	Y	Y	13	0:05:51	3
ID1656	Diane	2021-01-30	12:23:02	Contract related	Y	Y	78	0:04:34	5
ID1657	Dan	2021-01-30	12:37:26	Contract related	Y	Y	32	0:02:05	4
