arrival_time,start_time,finish_time,wait_time,queue_length
30-03-2023 12.33,30-03-2023 12.39,2023-03-30 12:45:09.400000000,6.04,40
30-03-2023 12.33,30-03-2023 12.37,2023-03-30 12:43:38.200000000,6.52,40
30-03-2023 12.33,30-03-2023 12.43,2023-03-30 12:48:21.400000000,5.24,40
30-03-2023 12.33,30-03-2023 12.38,2023-03-30 12:57:11.800000000,19.08,40
30-03-2023 12.33,30-03-2023 12.34,2023-03-30 12:46:39.400000000,12.54,40
30-03-2023 12.33,30-03-2023 12.35,2023-03-30 12:45:08.199999999,10.02,40
30-03-2023 12.33,30-03-2023 12.40,2023-03-30 12:50:04.600000000,9.96,40
30-03-2023 12.33,30-03-2023 12.33,2023-03-30 12:37:31.000000000,4.4,40
30-03-2023 12.33,30-03-2023 12.34,2023-03-30 12:41:15.400000000,7.14,40
30-03-2023 12.33,30-03-2023 12.43,2023-03-30 12:53:44.199999999,10.62,40
30-03-2023 12.33,30-03-2023 12.38,2023-03-30 12:49:13.000000000,11.1,40
30-03-2023 12.33,30-03-2023 12.40,2023-03-30 12:51:38.800000000,11.53,40
30-03-2023 12.33,30-03-2023 12.38,2023-03-30 12:45:08.800000000,7.03,40
30-03-2023 12.33,30-03-2023 12.43,2023-03-30 12:55:49.000000000,12.7,40
30-03-2023 12.33,30-03-2023 12.37,2023-03-30 12:43:26.800000000,6.33,40
30-03-2023 12.33,30-03-2023 12.40,2023-03-30 12:59:59.200000000,19.87,40
30-03-2023 12.33,30-03-2023 12.37,2023-03-30 12:41:50.200000000,4.72,40
30-03-2023 12.33,30-03-2023 12.43,2023-03-30 12:54:04.000000000,10.95,40
30-03-2023 12.33,30-03-2023 12.43,2023-03-30 12:47:28.000000000,4.35,40
30-03-2023 13.55,30-03-2023 13.55,2023-03-30 13:57:17.800000000,1.53,25
30-03-2023 13.55,30-03-2023 14.03,2023-03-30 14:17:02.199999999,13.27,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:10:25.000000000,12.65,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:12:24.400000000,14.64,25
30-03-2023 13.55,30-03-2023 14.05,2023-03-30 14:14:08.199999999,8.37,25
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:14:21.400000000,15.59,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:06:14.200000000,8.47,25
30-03-2023 13.55,30-03-2023 13.59,2023-03-30 14:12:23.199999999,12.62,25
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:06:46.000000000,8,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:08:47.199999999,11.02,25
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:11:01.600000000,12.26,25
30-03-2023 13.55,30-03-2023 13.56,2023-03-30 14:07:29.800000000,10.73,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:02:13.600000000,4.46,25
30-03-2023 13.55,30-03-2023 13.59,2023-03-30 14:13:24.400000000,13.64,25
30-03-2023 13.55,30-03-2023 14.04,2023-03-30 14:12:14.800000000,7.48,25
30-03-2023 13.55,30-03-2023 14.03,2023-03-30 14:17:57.400000000,14.19,25
30-03-2023 13.55,30-03-2023 14.05,2023-03-30 14:10:41.799999999,4.93,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:14:53.200000000,17.12,25
30-03-2023 13.55,30-03-2023 14.05,2023-03-30 14:11:39.400000000,5.89,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:07:27.400000000,9.69,25
30-03-2023 13.55,30-03-2023 14.04,2023-03-30 14:10:32.200000000,5.77,25
30-03-2023 13.55,30-03-2023 13.57,2023-03-30 14:09:03.400000000,11.29,25
30-03-2023 13.55,30-03-2023 14.03,2023-03-30 14:15:31.000000000,11.75,25
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:07:15.400000000,8.49,25
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:10:35.800000000,11.83,25
30-03-2023 14.12,30-03-2023 14.12,2023-03-30 14:32:00.800000000,19.48,17
30-03-2023 14.12,30-03-2023 14.22,2023-03-30 14:39:19.400000000,16.79,17
30-03-2023 14.12,30-03-2023 14.19,2023-03-30 14:30:53.599999999,11.36,17
30-03-2023 14.12,30-03-2023 14.19,2023-03-30 14:39:29.000000000,19.95,17
30-03-2023 14.12,30-03-2023 14.19,2023-03-30 14:32:25.400000000,12.89,17
30-03-2023 14.12,30-03-2023 14.13,2023-03-30 14:27:32.600000000,14.01,17
30-03-2023 14.12,30-03-2023 14.15,2023-03-30 14:27:56.600000000,12.41,17
30-03-2023 14.12,30-03-2023 14.17,2023-03-30 14:23:08.600000000,5.61,17
30-03-2023 14.12,30-03-2023 14.16,2023-03-30 14:31:50.600000000,15.31,17
30-03-2023 14.12,30-03-2023 14.15,2023-03-30 14:23:40.400000000,8.14,17
30-03-2023 14.12,30-03-2023 14.16,2023-03-30 14:34:41.000000000,18.15,17
30-03-2023 14.12,30-03-2023 14.22,2023-03-30 14:28:22.400000000,5.84,17
30-03-2023 14.12,30-03-2023 14.15,2023-03-30 14:26:48.199999999,11.27,17
30-03-2023 14.12,30-03-2023 14.17,2023-03-30 14:27:05.000000000,9.55,17
30-03-2023 14.12,30-03-2023 14.16,2023-03-30 14:25:21.200000000,8.82,17
30-03-2023 14.12,30-03-2023 14.18,2023-03-30 14:24:06.200000000,5.57,17
30-03-2023 14.12,30-03-2023 14.19,2023-03-30 14:29:26.000000000,9.9,17
30-03-2023 15.45,30-03-2023 15.45,2023-03-30 15:55:36.400000000,9.79,25
30-03-2023 15.45,30-03-2023 15.45,2023-03-30 15:52:15.400000000,6.44,25
30-03-2023 15.45,30-03-2023 15.49,2023-03-30 16:03:56.800000000,14.13,25
30-03-2023 15.45,30-03-2023 15.52,2023-03-30 16:07:46.000000000,14.95,25
30-03-2023 15.45,30-03-2023 15.55,2023-03-30 16:03:16.600000000,7.46,25
30-03-2023 15.45,30-03-2023 15.46,2023-03-30 15:53:09.400000000,6.34,25
30-03-2023 15.45,30-03-2023 15.54,2023-03-30 16:06:53.800000000,12.08,25
30-03-2023 15.45,30-03-2023 15.48,2023-03-30 16:04:30.400000000,15.69,25
30-03-2023 15.45,30-03-2023 15.48,2023-03-30 16:11:06.399999999,22.29,25
30-03-2023 15.45,30-03-2023 15.53,2023-03-30 16:02:50.199999999,9.02,25
30-03-2023 15.45,30-03-2023 15.51,2023-03-30 16:10:25.600000000,18.61,25
30-03-2023 15.45,30-03-2023 15.45,2023-03-30 15:59:17.800000000,13.48,25
30-03-2023 15.45,30-03-2023 15.47,2023-03-30 16:00:38.800000000,12.83,25
30-03-2023 15.45,30-03-2023 15.53,2023-03-30 16:03:34.000000000,9.75,25
30-03-2023 15.45,30-03-2023 15.54,2023-03-30 15:58:28.600000000,3.66,25
30-03-2023 15.45,30-03-2023 15.53,2023-03-30 15:58:00.400000000,4.19,25
30-03-2023 15.45,30-03-2023 15.49,2023-03-30 15:53:28.000000000,3.65,25
30-03-2023 15.45,30-03-2023 15.49,2023-03-30 16:03:41.199999999,13.87,25
30-03-2023 15.45,30-03-2023 15.51,2023-03-30 15:53:13.000000000,1.4,25
30-03-2023 15.45,30-03-2023 15.52,2023-03-30 16:07:22.600000000,14.56,25
30-03-2023 15.45,30-03-2023 15.52,2023-03-30 16:08:41.800000000,15.88,25
30-03-2023 15.45,30-03-2023 15.47,2023-03-30 15:56:31.600000000,8.71,25
30-03-2023 15.45,30-03-2023 15.55,2023-03-30 16:04:31.600000000,8.71,25
30-03-2023 15.45,30-03-2023 15.50,2023-03-30 15:48:12.400000000,-2.61,25
30-03-2023 15.45,30-03-2023 15.48,2023-03-30 15:53:22.000000000,4.55,25
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 16:52:38.000000000,7.5,27
30-03-2023 16.45,30-03-2023 16.54,2023-03-30 17:11:31.400000000,17.39,27
30-03-2023 16.45,30-03-2023 16.51,2023-03-30 16:56:32.000000000,5.4,27
30-03-2023 16.45,30-03-2023 16.53,2023-03-30 16:50:12.200000000,-2.93,27
30-03-2023 16.45,30-03-2023 16.52,2023-03-30 17:05:27.200000000,13.32,27
30-03-2023 16.45,30-03-2023 16.48,2023-03-30 17:06:10.399999999,18.04,27
30-03-2023 16.45,30-03-2023 16.53,2023-03-30 16:51:37.400000000,-1.51,27
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 17:03:15.200000000,18.12,27
30-03-2023 16.45,30-03-2023 16.55,2023-03-30 16:59:29.600000000,4.36,27
30-03-2023 16.45,30-03-2023 16.46,2023-03-30 16:59:47.000000000,13.65,27
30-03-2023 16.45,30-03-2023 16.47,2023-03-30 16:57:41.000000000,10.55,27
30-03-2023 16.45,30-03-2023 16.48,2023-03-30 16:57:35.600000000,9.46,27
30-03-2023 16.45,30-03-2023 16.50,2023-03-30 17:05:38.600000000,15.51,27
30-03-2023 16.45,30-03-2023 16.50,2023-03-30 16:59:33.200000000,9.42,27
30-03-2023 16.45,30-03-2023 16.55,2023-03-30 17:05:21.800000000,10.23,27
30-03-2023 16.45,30-03-2023 16.49,2023-03-30 16:57:41.000000000,8.55,27
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 16:59:50.600000000,14.71,27
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 16:54:41.000000000,9.55,27
30-03-2023 16.45,30-03-2023 16.53,2023-03-30 17:04:33.200000000,11.42,27
30-03-2023 16.45,30-03-2023 16.53,2023-03-30 17:07:20.600000000,14.21,27
30-03-2023 16.45,30-03-2023 16.54,2023-03-30 17:13:50.000000000,19.7,27
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 16:51:30.200000000,6.37,27
30-03-2023 16.45,30-03-2023 16.50,2023-03-30 16:54:21.800000000,4.23,27
30-03-2023 16.45,30-03-2023 16.45,2023-03-30 16:54:51.200000000,9.72,27
30-03-2023 16.45,30-03-2023 16.50,2023-03-30 16:53:33.800000000,3.43,27
30-03-2023 16.45,30-03-2023 16.49,2023-03-30 16:59:53.000000000,10.75,27
30-03-2023 16.45,30-03-2023 16.46,2023-03-30 16:48:47.000000000,2.65,27
30-03-2023 17.34,30-03-2023 17.34,2023-03-30 17:47:26.000000000,12.55,16
30-03-2023 17.34,30-03-2023 17.37,2023-03-30 17:49:18.800000000,11.43,16
30-03-2023 17.34,30-03-2023 17.34,2023-03-30 17:51:12.200000000,16.32,16
30-03-2023 17.34,30-03-2023 17.36,2023-03-30 17:51:18.800000000,14.43,16
30-03-2023 17.34,30-03-2023 17.34,2023-03-30 17:43:35.600000000,8.71,16
30-03-2023 17.34,30-03-2023 17.40,2023-03-30 17:58:08.000000000,17.25,16
30-03-2023 17.34,30-03-2023 17.41,2023-03-30 17:45:27.200000000,3.57,16
30-03-2023 17.34,30-03-2023 17.43,2023-03-30 17:54:59.599999999,11.11,16
30-03-2023 17.34,30-03-2023 17.36,2023-03-30 17:48:13.400000000,11.34,16
30-03-2023 17.34,30-03-2023 17.43,2023-03-30 17:51:59.599999999,8.11,16
30-03-2023 17.34,30-03-2023 17.36,2023-03-30 17:46:44.599999999,9.86,16
30-03-2023 17.34,30-03-2023 17.38,2023-03-30 17:39:58.400000000,1.09,16
30-03-2023 17.34,30-03-2023 17.43,2023-03-30 17:43:08.600000000,-0.74,16
30-03-2023 17.34,30-03-2023 17.40,2023-03-30 17:45:43.400000000,4.84,16
30-03-2023 17.34,30-03-2023 17.37,2023-03-30 17:52:49.400000000,14.94,16
30-03-2023 17.34,30-03-2023 17.42,2023-03-30 17:53:02.600000000,10.16,16
30-03-2023 18.31,30-03-2023 18.31,2023-03-30 18:41:58.800000000,10.58,30
30-03-2023 18.31,30-03-2023 18.32,2023-03-30 18:46:47.400000000,14.39,30
30-03-2023 18.31,30-03-2023 18.35,2023-03-30 18:42:41.400000000,7.29,30
30-03-2023 18.31,30-03-2023 18.31,2023-03-30 18:41:57.600000000,10.56,30
30-03-2023 18.31,30-03-2023 18.36,2023-03-30 18:41:33.000000000,5.15,30
30-03-2023 18.31,30-03-2023 18.33,2023-03-30 18:44:40.800000000,11.28,30
30-03-2023 18.31,30-03-2023 18.34,2023-03-30 18:48:10.199999999,13.77,30
30-03-2023 18.31,30-03-2023 18.39,2023-03-30 18:56:14.400000000,16.84,30
30-03-2023 18.31,30-03-2023 18.38,2023-03-30 18:47:10.199999999,8.77,30
30-03-2023 18.31,30-03-2023 18.40,2023-03-30 18:53:51.600000000,13.46,30
30-03-2023 18.31,30-03-2023 18.35,2023-03-30 18:51:09.600000000,15.76,30
30-03-2023 18.31,30-03-2023 18.31,2023-03-30 18:46:37.800000000,15.23,30
30-03-2023 18.31,30-03-2023 18.34,2023-03-30 18:47:57.600000000,13.56,30
30-03-2023 18.31,30-03-2023 18.40,2023-03-30 18:50:31.800000000,10.13,30
30-03-2023 18.31,30-03-2023 18.39,2023-03-30 18:43:45.600000000,4.36,30
30-03-2023 18.31,30-03-2023 18.32,2023-03-30 18:45:27.600000000,13.06,30
30-03-2023 18.31,30-03-2023 18.34,2023-03-30 18:46:36.000000000,12.2,30
30-03-2023 18.31,30-03-2023 18.40,2023-03-30 18:54:00.000000000,13.6,30
30-03-2023 18.31,30-03-2023 18.35,2023-03-30 18:55:15.600000000,19.86,30
30-03-2023 18.31,30-03-2023 18.37,2023-03-30 18:43:46.800000000,6.38,30
30-03-2023 18.31,30-03-2023 18.34,2023-03-30 18:36:13.200000000,1.82,30
30-03-2023 18.31,30-03-2023 18.32,2023-03-30 18:38:27.000000000,6.05,30
30-03-2023 18.31,30-03-2023 18.37,2023-03-30 18:50:07.200000000,12.72,30
30-03-2023 18.31,30-03-2023 18.41,2023-03-30 18:56:00.599999999,14.61,30
30-03-2023 18.31,30-03-2023 18.32,2023-03-30 18:31:24.000000000,-1,30
30-03-2023 18.31,30-03-2023 18.31,2023-03-30 18:34:27.000000000,3.05,30
30-03-2023 18.31,30-03-2023 18.36,2023-03-30 18:58:00.600000000,21.61,30
30-03-2023 18.31,30-03-2023 18.37,2023-03-30 18:49:27.000000000,12.05,30
30-03-2023 18.31,30-03-2023 18.34,2023-03-30 18:49:48.000000000,15.4,30
30-03-2023 18.31,30-03-2023 18.33,2023-03-30 18:40:14.400000000,6.84,30
30-03-2023 19.51,30-03-2023 19.51,2023-03-30 20:00:39.400000000,9.49,12
30-03-2023 19.51,30-03-2023 19.57,2023-03-30 20:13:29.200000000,16.32,12
30-03-2023 19.51,30-03-2023 19.53,2023-03-30 20:05:05.800000000,11.93,12
30-03-2023 19.51,30-03-2023 19.52,2023-03-30 20:01:13.600000000,9.06,12
30-03-2023 19.51,30-03-2023 19.57,2023-03-30 20:10:29.800000000,13.33,12
30-03-2023 19.51,30-03-2023 19.57,2023-03-30 20:07:34.600000000,10.41,12
30-03-2023 19.51,30-03-2023 19.59,2023-03-30 20:16:43.599999999,17.56,12
30-03-2023 19.51,30-03-2023 19.56,2023-03-30 20:10:28.600000000,14.31,12
30-03-2023 19.51,30-03-2023 19.51,2023-03-30 20:02:42.400000000,11.54,12
30-03-2023 19.51,30-03-2023 19.55,2023-03-30 19:59:34.000000000,4.4,12
30-03-2023 19.51,30-03-2023 20.00,2023-03-30 20:17:22.000000000,17.2,12
30-03-2023 19.51,30-03-2023 20.00,2023-03-30 20:14:59.800000000,14.83,12
30-03-2023 20.49,30-03-2023 20.49,2023-03-30 20:56:26.000000000,6.5,22
30-03-2023 20.49,30-03-2023 20.56,2023-03-30 20:57:38.000000000,0.7,22
30-03-2023 20.49,30-03-2023 20.58,2023-03-30 21:08:18.800000000,9.38,22
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:08:18.199999999,8.37,22
30-03-2023 20.49,30-03-2023 20.50,2023-03-30 20:59:22.999999999,8.45,22
30-03-2023 20.49,30-03-2023 20.53,2023-03-30 21:12:48.200000000,18.87,22
30-03-2023 20.49,30-03-2023 20.54,2023-03-30 21:09:51.200000000,14.92,22
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:15:10.400000000,15.24,22
30-03-2023 20.49,30-03-2023 20.50,2023-03-30 20:58:30.800000000,7.58,22
30-03-2023 20.49,30-03-2023 20.54,2023-03-30 21:07:36.800000000,12.68,22
30-03-2023 20.49,30-03-2023 20.57,2023-03-30 21:06:48.199999999,8.87,22
30-03-2023 20.49,30-03-2023 20.50,2023-03-30 21:01:18.199999999,10.37,22
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:19:03.800000000,19.13,22
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:12:42.800000000,12.78,22
30-03-2023 20.49,30-03-2023 20.50,2023-03-30 21:03:21.800000000,12.43,22
30-03-2023 20.49,30-03-2023 20.58,2023-03-30 21:08:56.600000000,10.01,22
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:05:38.000000000,5.7,22
30-03-2023 20.49,30-03-2023 20.52,2023-03-30 21:04:13.400000000,11.29,22
30-03-2023 20.49,30-03-2023 20.57,2023-03-30 21:07:11.600000000,9.26,22
30-03-2023 20.49,30-03-2023 20.51,2023-03-30 21:04:48.199999999,12.87,22
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:02:36.800000000,2.68,22
30-03-2023 20.49,30-03-2023 20.49,2023-03-30 21:10:51.800000000,20.93,22
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:20:08.400000000,10.29,44
30-03-2023 21.09,30-03-2023 21.12,2023-03-30 21:34:46.800000000,21.93,44
30-03-2023 21.09,30-03-2023 21.11,2023-03-30 21:15:36.000000000,3.75,44
30-03-2023 21.09,30-03-2023 21.18,2023-03-30 21:27:10.800000000,8.33,44
30-03-2023 21.09,30-03-2023 21.12,2023-03-30 21:15:07.199999999,2.27,44
30-03-2023 21.09,30-03-2023 21.18,2023-03-30 21:25:12.600000000,6.36,44
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:17:24.599999999,7.56,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:28:34.800000000,14.73,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:26:19.200000000,12.47,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:19:10.800000000,5.33,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:15:24.000000000,1.55,44
30-03-2023 21.09,30-03-2023 21.15,2023-03-30 21:25:03.000000000,9.2,44
30-03-2023 21.09,30-03-2023 21.10,2023-03-30 21:21:51.000000000,11,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:19:25.800000000,5.58,44
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:33:13.800000000,13.38,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:22:06.599999999,8.26,44
30-03-2023 21.09,30-03-2023 21.12,2023-03-30 21:14:43.200000000,1.87,44
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:20:18.600000000,10.46,44
30-03-2023 21.09,30-03-2023 21.14,2023-03-30 21:24:12.000000000,9.35,44
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:26:28.800000000,16.63,44
30-03-2023 21.09,30-03-2023 21.16,2023-03-30 21:23:32.400000000,6.69,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:25:55.200000000,12.07,44
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:19:54.600000000,10.06,44
30-03-2023 21.09,30-03-2023 21.14,2023-03-30 21:31:15.600000000,16.41,44
30-03-2023 21.09,30-03-2023 21.10,2023-03-30 21:13:16.200000000,2.42,44
30-03-2023 21.09,30-03-2023 21.18,2023-03-30 21:29:05.400000000,10.24,44
30-03-2023 21.09,30-03-2023 21.12,2023-03-30 21:25:58.800000000,13.13,44
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:30:55.200000000,11.07,44
30-03-2023 21.09,30-03-2023 21.15,2023-03-30 21:29:37.199999999,13.77,44
30-03-2023 21.09,30-03-2023 21.14,2023-03-30 21:17:53.400000000,3.04,44
30-03-2023 21.09,30-03-2023 21.10,2023-03-30 21:25:54.600000000,15.06,44
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:22:20.400000000,2.49,44
30-03-2023 21.09,30-03-2023 21.09,2023-03-30 21:17:12.000000000,7.35,44
30-03-2023 21.09,30-03-2023 21.14,2023-03-30 21:26:04.800000000,11.23,44
30-03-2023 21.09,30-03-2023 21.11,2023-03-30 21:19:51.599999999,8.01,44
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:28:35.400000000,14.74,44
30-03-2023 21.09,30-03-2023 21.15,2023-03-30 21:25:13.800000000,9.38,44
30-03-2023 21.09,30-03-2023 21.15,2023-03-30 21:29:37.199999999,13.77,44
30-03-2023 21.09,30-03-2023 21.17,2023-03-30 21:25:57.000000000,8.1,44
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:29:56.400000000,10.09,44
30-03-2023 21.09,30-03-2023 21.15,2023-03-30 21:29:53.400000000,14.04,44
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:25:28.800000000,5.63,44
30-03-2023 21.09,30-03-2023 21.18,2023-03-30 21:23:42.600000000,4.86,44
30-03-2023 21.09,30-03-2023 21.10,2023-03-30 21:16:17.400000000,5.44,44
30-03-2023 22.00,30-03-2023 22.00,2023-03-30 22:01:59.200000000,1.82,12
30-03-2023 22.00,30-03-2023 22.06,2023-03-30 22:05:45.400000001,-0.41,12
30-03-2023 22.00,30-03-2023 22.06,2023-03-30 22:23:00.400000000,16.84,12
30-03-2023 22.00,30-03-2023 22.06,2023-03-30 22:24:42.399999999,18.54,12
30-03-2023 22.00,30-03-2023 22.07,2023-03-30 22:18:54.400000000,11.74,12
30-03-2023 22.00,30-03-2023 22.00,2023-03-30 22:10:19.600000000,10.16,12
30-03-2023 22.00,30-03-2023 22.10,2023-03-30 22:17:46.000000000,7.6,12
30-03-2023 22.00,30-03-2023 22.06,2023-03-30 22:12:17.800000000,6.13,12
30-03-2023 22.00,30-03-2023 22.04,2023-03-30 22:16:50.800000000,12.68,12
30-03-2023 22.00,30-03-2023 22.02,2023-03-30 22:16:59.800000000,14.83,12
30-03-2023 22.00,30-03-2023 22.10,2023-03-30 22:13:56.200000000,3.77,12
30-03-2023 22.00,30-03-2023 22.00,2023-03-30 22:05:35.799999999,5.43,12
30-03-2023 23.54,30-03-2023 23.54,2023-03-31 00:00:42.400000000,5.74,2
30-03-2023 23.54,30-03-2023 23.58,2023-03-31 00:17:23.200000000,18.42,2
